
Personal Information	Tab Corner Right	Student Services	Tab Corner Right	Financial Aid	Tab Corner Right	Employee Services	Tab Corner Right	Additional Academic Services	Tab Corner Right
Transparent Image
Search   
RETURN TO MENU | SITE MAP | HELP
Look-Up Classes to Add:

 	
988900485 Jay W. Brink
Fall 2013
Aug 14, 2013 07:40 pm
Transparent Image
 Information	 To register for classes, check the box in front of the CRN (C identifies a closed class, NR identifies class not available for registration at this time, and SR identifies student restrictions on class) and click Register or Add to Worksheet.
Stockton Students: To register for an Independent Study, Internship, Research or non-Engineering Co-op (course will be marked NR) - Click here.

Helpful Codes
WL = Cap, Act & Rem are used only by McGeorge School of Law
Location: NBA = No Building Assigned
Sec: L = Lab; D = Discussion; ON = Online;

Sections Found
ACTY - Activity
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80077	ECON	055	01	1	4.000	Intro.Macroecon.:Theory,Policy	MWF	02:00 pm-03:15 pm	50	27	23	0	0	0	0	0	0	Justin H Hicks (P)	08/26-12/13	CLASRM 238	GE I-B: U.S. Studies and Pre-Law Courses
SR	80078	ECON	055	02	1	4.000	Intro.Macroecon.:Theory,Policy	MWF	11:00 am-12:15 pm	50	48	2	0	0	0	0	0	0	Justin H Hicks (P)	08/26-12/13	WPC 140	GE I-B: U.S. Studies and Pre-Law Courses
SR	80079	ECON	101	01	1	4.000	Intermed. Microecon. Analysis	TR	01:00 pm-02:45 pm	30	21	9	0	0	0	0	0	0	J. Farley Staniec (P)	08/26-12/13	WPC 130	 
SR	80648	ECON	101L	01	1	1.000	Intrmd. Microecon.Analysis Lab	T	03:00 pm-04:15 pm	10	4	6	0	0	0	0	0	0	J. Farley Staniec (P)	08/26-12/13	WPC 130	 
SR	81404	ECON	121	01	1	4.000	International Trade	MWF	02:00 pm-03:15 pm	18	16	2	0	0	0	0	0	0	Niru Yadav (P)	08/26-12/13	WPC 202	SIS Global Economic Relations and SIS Global & Int'l Interaction
C	82193	ECON	125	01	1	4.000	Economic Development	MW	03:30 pm-05:15 pm	19	19	0	0	0	0	0	0	0	William E Herrin (P)	08/26-12/13	WPC 213	SIS Global Economic Relations and SIS Comparing World Religions
SR	82194	ECON	131	01	1	4.000	Public Finance	TR	10:00 am-11:45 am	15	12	3	0	0	0	0	0	0	J. Farley Staniec (P)	08/26-12/13	WPC 218	 
SR	81307	ECON	141	01	1	4.000	Money and Banking	MWF	09:30 am-10:45 am	25	6	19	0	0	0	0	0	0	Justin H Hicks (P)	08/26-12/13	WEBER 103	 
SR	82195	ECON	154	01	1	4.000	Industrial Organization,Policy	MWF	12:30 pm-01:45 pm	18	8	10	0	0	0	0	0	0	Peter J. Meyer (P)	08/26-12/13	WPC 202	 
SR	80436	ECON	161	01	1	4.000	Computer Applications in Econ.	TR	03:00 pm-04:45 pm	25	16	9	0	0	0	0	0	0	Michelle Maurine Amaral (P)	08/26-12/13	CLASRM 102	Pre-Law Courses
NR	82459	ECON	191	01	1	2.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
ECPE-Electrcl & Computer Engr
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80458	ECPE	041	01	1	3.000	Circuits	MWF	11:00 am-11:55 am	30	13	17	0	0	0	0	0	0	Andrew Jeffrey Tadao Nonaka (P)	08/26-12/13	CHMBRS 115	 
SR	80459	ECPE	041L	01	1	1.000	Circuits Laboratory	R	03:00 pm-05:50 pm	26	13	13	0	0	0	0	0	0	Rahim Khoie (P)	08/26-12/13	BAUNHA 211	 
SR	80460	ECPE	071	01	1	3.000	Digital Design	MWF	09:30 am-10:25 am	35	30	5	0	0	0	0	0	0	Anahita Zarei (P)	08/26-12/13	ANDERH 216	 
SR	81776	ECPE	071	02	1	3.000	Digital Design	MWF	12:30 pm-01:25 pm	35	28	7	0	0	0	0	0	0	Anahita Zarei (P)	08/26-12/13	ANDERH 216	 
SR	80461	ECPE	071L	01	1	1.000	Digital Design Lab	W	02:00 pm-04:50 pm	24	19	5	0	0	0	0	0	0	Anahita Zarei (P)	08/26-12/13	ANDERH 105	 
SR	81777	ECPE	071L	02	1	1.000	Digital Design Lab	T	02:00 pm-04:50 pm	30	24	6	0	0	0	0	0	0	Anahita Zarei (P)	08/26-12/13	CHMBRS 115	 
SR	80328	ECPE	121	01	1	4.000	Systems Analysis	MWF	08:00 am-09:15 am	25	14	11	0	0	0	0	0	0	Cherian P Mathews (P)	08/26-12/13	CHMBRS 115	 
SR	82261	ECPE	126	01	1	4.000	Digital Signal Processing	TR	10:00 am-11:45 am	25	9	16	0	0	0	0	0	0	Cherian P Mathews (P)	08/26-12/13	BAUNHA 211	 
SR	80367	ECPE	131	01	1	3.000	Electronics	MWF	12:30 pm-01:25 pm	25	17	8	0	0	0	0	0	0	Jennifer T Ross (P)	08/26-12/13	CHMBRS 115	 
SR	80368	ECPE	131L	01	1	1.000	Electronics Laboratory	W	03:30 pm-06:20 pm	25	17	8	0	0	0	0	0	0	Jennifer T Ross (P)	08/26-12/13	BAUNHA 211	 
SR	82589	ECPE	151	01	1	3.000	Artificial Intelligence	MWF	12:30 pm-01:20 pm	30	0	30	0	0	0	30	28	2	Emma J. Bowring (P)	08/26-12/13	CHMBRS 114	 
SR	82262	ECPE	163	01	1	4.000	Energy Conversion	TR	08:00 am-09:20 am	16	7	9	0	0	0	0	0	0	Rahim Khoie (P)	08/26-12/13	ANDERH 105	 
SR	82263	ECPE	163	L01	1	0.000	Energy Conversion, Lab 1	M	03:30 pm-06:20 pm	16	7	9	0	0	0	0	0	0	Rahim Khoie (P)	08/26-12/13	BAUNHA 111	 
C	80919	ECPE	170	01	1	4.000	Computer Systems & Networks	TR	08:00 am-09:45 am	0	26	-26	0	0	0	0	0	0	Kenneth F Hughes (P)	08/26-12/13	CHMBRS 115	 
C	80467	ECPE	172	01	1	4.000	Microcontrollers	MWF	09:30 am-10:25 am	0	28	-28	0	0	0	0	0	0	Kenneth F Hughes (P)	08/26-12/13	CHMBRS 115	 
C	80468	ECPE	172	L01	1	0.000	Microcontrollers, Lab 1	M	03:00 pm-05:50 pm	28	28	0	0	0	0	0	0	0	Kenneth F Hughes (P)	08/26-12/13	CHMBRS 115	 
SR	80469	ECPE	174	01	1	4.000	Advanced Digital Design	MWF	02:00 pm-02:50 pm	20	18	2	0	0	0	0	0	0	Elizabeth Ann Basha (P)	08/26-12/13	CHMBRS 115	 
SR	80470	ECPE	174	L01	1	0.000	Advanced Digital Design, Lab 1	R	02:00 pm-04:50 pm	20	18	2	0	0	0	0	0	0	Elizabeth Ann Basha (P)	08/26-12/13	CHMBRS 115	 
SR	80453	ECPE	177	01	1	4.000	Computer Networking	TR	10:00 am-11:45 am	20	3	17	0	0	0	35	12	23	Jeffrey A. Shafer (P)	08/26-12/13	CHMBRS 115	 
SR	80498	ECPE	177	L01	1	0.000	Computer Networking, Lab 1	T	02:00 pm-04:50 pm	20	3	17	0	0	0	35	12	23	Jeffrey A. Shafer (P)	08/26-12/13	BAUNHA 214	 
NR	80782	ECPE	191	01	1	1.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Jennifer T Ross (P)	08/26-12/13	TBA	 
SR	82264	ECPE	193A	01	1	3.000	Supercomputing Applications	 	TBA	15	8	7	0	0	0	0	0	0	Jeffrey A. Shafer (P)	08/26-12/13	TBA	 
SR	81421	ECPE	194	01	1	0.000	Core Assessment Exam (CAE)	T	05:00 pm-06:30 pm	35	30	5	0	0	0	0	0	0	Jennifer T Ross (P)	08/26-12/13	CHMBRS 115	 
SR	80329	ECPE	195	01	1	2.000	Senior Project I	T	03:00 pm-04:50 pm	20	12	8	0	0	0	0	0	0	Elizabeth Ann Basha (P)	08/26-12/13	CSB 113	 
SR	80330	ECPE	196	01	1	2.000	Senior Project II	T	12:00 pm-01:50 pm	20	5	15	0	0	0	0	0	0	Elizabeth Ann Basha (P)	08/26-12/13	CSB 113	 
NR	80783	ECPE	197	01	1	1.000-4.000	Undergraduate Research	 	TBA	1	0	1	0	0	0	0	0	0	Cherian P Mathews (P)	08/26-12/13	TBA	 
SR	82265	ECPE	263	01	1	3.000	Topics in Renewable Energy	MWF	09:30 am-10:20 am	16	6	10	0	0	0	0	0	0	Rahim Khoie (P)	08/26-12/13	ANDERH 105	 
SR	81432	ECPE	299	01	1	1.000-6.000	Thesis	 	TBA	10	0	10	0	0	0	0	0	0	Rahim Khoie (P)	08/26-12/13	TBA	 
SR	81433	ECPE	299	02	1	1.000-6.000	Thesis	 	TBA	5	1	4	0	0	0	0	0	0	Elizabeth Ann Basha (P)	08/26-12/13	TBA	 
SR	81458	ECPE	299	03	1	1.000-6.000	Thesis	 	TBA	10	1	9	0	0	0	0	0	0	Anahita Zarei (P)	08/26-12/13	TBA	 
SR	81459	ECPE	299	04	1	1.000-6.000	Thesis	 	TBA	10	0	10	0	0	0	0	0	0	Louise Stark (P)	08/26-12/13	TBA	 
SR	81460	ECPE	299	05	1	1.000-6.000	Thesis	 	TBA	10	0	10	0	0	0	0	0	0	Jiancheng Liu (P)	08/26-12/13	TBA	 
SR	81844	ECPE	299	06	1	1.000-6.000	Thesis	 	TBA	10	0	10	0	0	0	0	0	0	Jeffrey A. Shafer (P)	08/26-12/13	TBA	 
EDUC - Education
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	81045	EDUC	010	01	1	1.000	Dean's Seminar	T	08:00 am-08:50 am	45	31	14	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 208	 
SR	81048	EDUC	100	01	1	4.000	Introduction to Language	TR	10:00 am-11:45 am	26	19	7	0	0	0	0	0	0	Robert Oprandy (P)	08/26-12/13	EDUCBU 207	GE I-A: Indiv. & Interp. Beh.
SR	81081	EDUC	100	02	1	4.000	Introduction to Language	TR	01:00 pm-02:50 pm	26	16	10	0	0	0	0	0	0	Robert Oprandy (P)	08/26-12/13	EDUCBU 205	GE I-A: Indiv. & Interp. Beh.
SR	81046	EDUC	140	01	1	4.000	Transform Teach & Learn (SS)	TR	01:00 pm-02:45 pm	20	16	4	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 208	 
C	82348	EDUC	140	02	1	4.000	Transformational Teach & Learn	TR	03:00 pm-04:45 pm	20	21	-1	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 208	 
SR	82349	EDUC	140	03	1	4.000	Transformational Teach & Learn	TR	05:00 pm-06:45 pm	20	11	9	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 208	 
SR	81047	EDUC	141	01	1	2.000	Transf. Teach&Learn Pract (SS)	MW	09:00 am-11:45 am	20	4	16	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 110B	 
C	82350	EDUC	141	02	1	2.000	Transf. Teach&Learn Pract	TR	09:00 am-11:45 am	20	20	0	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 208	 
SR	82351	EDUC	141	03	1	2.000	Transf. Teach&Learn Pract	TR	09:00 am-11:45 am	20	10	10	0	0	0	0	0	0	Gregory R Potter (P)	08/26-12/13	EDUCBU 117	 
SR	81228	EDUC	155	01	1	3.000	Teaching in Content Areas I	M	04:10 pm-06:50 pm	18	6	12	0	0	0	30	7	23	Kellie Jean Cain (P)	08/26-12/13	EDUCBU 207	 
SR	81354	EDUC	155	L01	1	0.000	Tching in Content Areas I,Lab1	MWF	08:00 am-09:59 am	30	5	25	0	0	0	35	6	29	Kellie Jean Cain (P)	08/26-12/13	PUBSCH TBA	 
SR	81355	EDUC	155	L02	1	0.000	Tching in Content Areas I,Lab2	MWF	12:00 pm-01:59 pm	30	1	29	0	0	0	35	8	27	Kellie Jean Cain (P)	08/26-12/13	PUBSCH TBA	 
SR	81056	EDUC	156	01	1	3.000	Content Area Lit Dev/Sec Schls	M	07:00 pm-09:40 pm	15	10	5	0	0	0	35	12	23	Kellie Jean Cain (P)	08/26-12/13	EDUCBU 207	 
SR	81356	EDUC	156	L01	1	0.000	ContentAreaLitDev/SecSchls LAB	MWF	08:00 am-10:00 am	30	3	27	0	0	0	0	0	0	Kellie Jean Cain (P)	08/26-12/13	WPC 243	 
SR	81357	EDUC	156	L02	1	0.000	ContentAreaLitDev/SecSchls-LAB	MWF	12:00 pm-02:00 pm	30	7	23	0	0	0	35	8	27	Kellie Jean Cain (P)	08/26-12/13	PUBSCH TBA	 
SR	81229	EDUC	160	01	1	2.000	Prod Learn Envir Diverse Clsrm	M	07:00 pm-09:40 pm	20	2	18	0	0	0	50	28	22	Michael Dean Elium (P)	08/26-12/13	EDUCBU 110C	 
SR	81049	EDUC	161	01	1	4.000	Literacy Development (MS)	TR	04:00 pm-05:45 pm	25	19	6	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	WPC 213	 
C	82341	EDUC	161	02	1	4.000	Literacy Development (MS)	TR	04:00 pm-05:45 pm	25	26	-1	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	WPC 232	 
SR	81250	EDUC	161	L01	1	0.000	Literacy Development (MS),Lab1	T	08:00 am-11:50 am	40	18	22	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	PUBSCH TBA	 
SR	81251	EDUC	161	L02	1	0.000	Literacy Development (MS),Lab2	W	08:00 am-11:50 am	40	18	22	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	PUBSCH TBA	 
SR	81252	EDUC	161	L03	1	0.000	Literacy Development (MS),Lab3	R	08:00 am-11:50 am	45	9	36	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	PUBSCH TBA	 
SR	81243	EDUC	163	02	1	4.000	Teaching English Learners(MS)	T	07:00 pm-09:50 pm	50	35	15	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	EDUCBU 208	Ethnic Studies Courses
SR	82344	EDUC	163	L01	1	0.000	TeachEnglishLearners LAB(MS)	T	02:00 pm-03:50 pm	25	15	10	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	PUBSCH TBA	Ethnic Studies Courses
SR	81800	EDUC	163	L02	1	0.000	TeachEnglishLearners Lab(MS)	R	02:00 pm-03:50 pm	25	20	5	0	0	0	0	0	0	Elaine Mo (P)	08/26-12/13	PUBSCH TBA	Ethnic Studies Courses
SR	81396	EDUC	164	01	1	4.000	Intr Bilingual Ed:Global Persp	W	06:00 pm-09:45 pm	17	7	10	0	0	0	35	7	28	Robert Oprandy (P)	08/26-12/13	EDUCBU 206	Ethnic Studies Courses
SR	82587	EDUC	166	01	1	3.000	Teaching English Learners (SS)	T	07:00 pm-09:40 pm	52	23	29	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	CLASRM 104	 
SR	81057	EDUC	170	01	1	2.000-10.000	Professional Practice	MTWRF	TBA	30	1	29	0	0	0	0	0	0	Claudia Schwartz (P)	08/26-12/13	TBA	 
SR	81053	EDUC	171	01	1	2.000-10.000	Professional Practice Music	MTWRF	TBA	20	0	20	0	0	0	0	0	0	Ruth V. Brittin (P)	08/26-12/13	TBA	 
SR	81058	EDUC	172	01	1	2.000-10.000	Professional Practice Seminar	T	04:00 pm-06:00 pm	20	5	15	0	0	0	0	0	0	Claudia Schwartz (P)	08/26-12/13	EDUCBU 206	 
SR	81402	EDUC	189	01	1	2.000-4.000	Practicum	 	TBA	1	0	1	0	0	0	0	0	0	Marilyn E. Draheim (P)	08/26-12/13	TBA	 
SR	81377	EDUC	204	01	1	3.000	Pluralism in American Educ.	R	04:10 pm-06:50 pm	25	12	13	0	0	0	0	0	0	Ronald E. Hallett (P)	08/26-12/13	EDUCBU 110C	Ethnic Studies Courses
SR	81400	EDUC	209	01	1	3.000	Curriculum Theory	M	04:10 pm-06:50 pm	24	12	12	0	0	0	0	0	0	Thomas G. Nelson (P)	08/26-12/13	EDUCBU 205	 
SR	81379	EDUC	240	01	1	3.000	Intro. to Student Affairs	W	04:10 pm-06:50 pm	23	13	10	0	0	0	0	0	0	Sandra Mahoney (P)	08/26-12/13	BIOBLG 142	 
SR	81380	EDUC	241	01	1	3.000	Student Development Theory	M	04:10 pm-06:50 pm	21	15	6	0	0	0	0	0	0	Joanna Royce-Davis (P)	08/26-12/13	EDUCBU 117	 
SR	82231	EDUC	245	01	1	3.000	Counsel.Theory/Coll Stdnt Aff	T	04:10 pm-06:50 pm	20	15	5	0	0	0	0	0	0	Stacie Turks (P)	08/26-12/13	EDUCBU 207	 
SR	81436	EDUC	246	01	1	2.000	Tchng as Reflective Inquiry I	W	07:00 pm-09:40 pm	23	1	22	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	EDUCBU 110C	 
SR	81230	EDUC	255	01	1	3.000	Teaching in Content Areas I	M	04:10 pm-06:50 pm	20	1	19	0	0	0	30	7	23	Kellie Jean Cain (P)	08/26-12/13	EDUCBU 207	 
SR	81450	EDUC	255	L01	1	0.000	TeachinginContent Areas I-LAB	MWF	08:00 am-09:59 am	30	1	29	0	0	0	35	6	29	Kellie Jean Cain (P)	08/26-12/13	PUBSCH TBA	 
SR	81451	EDUC	255	L02	1	0.000	TeachinginContent Areas I-LAB	MWF	12:00 pm-01:59 pm	30	0	30	0	0	0	35	8	27	Kellie Jean Cain (P)	08/26-12/13	PUBSCH TBA	 
SR	81055	EDUC	256	01	1	3.000	Content Area Lit Dev/Sec Schls	M	07:00 pm-09:40 pm	20	2	18	0	0	0	35	12	23	Kellie Jean Cain (P)	08/26-12/13	EDUCBU 207	 
SR	81437	EDUC	264	01	1	4.000	Intr Bilingual Ed:Global Persp	W	06:00 pm-09:45 pm	16	0	16	0	0	0	35	7	28	Robert Oprandy (P)	08/26-12/13	EDUCBU 206	Ethnic Studies Courses
SR	81231	EDUC	265	01	1	2.000	Teaching in Content Areas II	M	04:10 pm-06:50 pm	20	0	20	0	0	0	30	7	23	Kellie Jean Cain (P)	08/26-12/13	EDUCBU 207	 
SR	81358	EDUC	265	L01	1	0.000	TeachinginContentAreas II-LAB	TR	08:00 am-01:59 pm	20	0	20	0	0	0	0	0	0	Kellie Jean Cain (P)	08/26-12/13	PUBSCH TBA	 
SR	81083	EDUC	270	01	1	2.000-10.000	Professional Practice	MTWRF	TBA	30	4	26	0	0	0	0	0	0	Claudia Schwartz (P)	08/26-12/13	TBA	 
SR	81054	EDUC	271	01	1	2.000-10.000	Professional Practice Music	MTWRF	TBA	20	0	20	0	0	0	0	0	0	Ruth V. Brittin (P)	08/26-12/13	TBA	 
SR	81381	EDUC	278	01	1	3.000	Ed. Org/Diverse Constituencies	T	07:00 pm-09:40 pm	35	8	27	0	0	0	0	0	0	Tenisha L. Tevis (P)	08/26-12/13	EDUCBU 110C	 
SR	81382	EDUC	280	01	1	3.000	Education Law & Legal Proc.	T	04:10 pm-06:50 pm	19	5	14	0	0	0	0	0	0	Antonio Serna (P)	08/26-12/13	EDUCBU 205	 
SR	81403	EDUC	289	01	1	2.000-4.000	Practicum	 	TBA	10	0	10	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	81375	EDUC	291	01	1	1.000-4.000	Graduate Independent Study	 	TBA	21	0	21	0	0	0	0	0	0	Marilyn E. Draheim (P)	08/26-12/13	OFF CAMPUS	 
SR	81383	EDUC	292C	01	1	1.000-3.000	Student Affairs Field Exper.	 	TBA	24	1	23	0	0	0	0	0	0	Joanna Royce-Davis (P)	08/26-12/13	OFF CAMPUS	 
SR	81384	EDUC	292E	01	1	1.000-4.000	Field Exper in Admin & Superv	 	TBA	21	2	19	0	0	0	0	0	0	Antonio Serna (P)	08/26-12/13	OFF CAMPUS	 
SR	81600	EDUC	299	01	1	1.000-4.000	Master's Thesis	 	TBA	20	0	20	0	0	0	0	0	0	Joanna Royce-Davis (P)	08/26-12/13	OFF CAMPUS	 
SR	82354	EDUC	302	01	1	3.000	Issues in Teacher Education	W	04:10 pm-06:50 pm	20	0	20	0	0	0	0	0	0	Harriett A. Arnold (P)	08/26-12/13	EDUCBU 205	 
SR	81385	EDUC	352	01	1	3.000	Applied Inquiry I	W	04:10 pm-06:50 pm	23	6	17	0	0	0	0	0	0	Ronald E. Hallett (P)	08/26-12/13	EDUCBU 207	 
SR	81386	EDUC	354	01	1	6.000	Applied Inquiry II	W	04:10 pm-06:59 pm	30	14	16	0	0	0	0	0	0	Rachelle Kisst Hackett (P), Delores E. McNair	08/26-12/13	EDUCBU 208	 
 	 	 	 	 	 	 	 	W	07:00 pm-09:40 pm	 	 	 	 	 	 	 	 	 	Rachelle Kisst Hackett (P), Delores E. McNair	08/26-12/13	EDUCBU 208	 
SR	81601	EDUC	356	01	1	3.000	Applied Inquiry III	M	04:10 pm-06:50 pm	22	1	21	0	0	0	0	0	0	Marilyn E. Draheim (P)	08/26-12/13	EDUCBU 206	 
SR	81986	EDUC	356	L01	1	0.000	Applied Inquiry III, Lab	TR	01:00 pm-02:30 pm	22	1	21	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	EDUCBU 110B	 
SR	81387	EDUC	358	01	1	3.000	Applied Inquiry IV	R	04:10 pm-06:50 pm	20	1	19	0	0	0	0	0	0	Delores E. McNair (P)	08/26-12/13	EDUCBU 205	 
SR	82317	EDUC	360	01	1	3.000	Sem.:Trends,Issues,Dynam./Chng	W	07:00 pm-09:40 pm	20	3	17	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	EDUCBU 206	 
SR	81401	EDUC	389	01	1	2.000-4.000	Curriculum Practicum	 	TBA	20	0	20	0	0	0	0	0	0	Marilyn E. Draheim (P)	08/26-12/13	TBA	 
SR	81795	EDUC	390	01	1	3.000	Qualitative Rsrch Design/Mthds	T	04:10 pm-06:50 pm	20	0	20	0	0	0	0	0	0	Thomas G. Nelson (P)	08/26-12/13	ANDERH 215	 
NR	81376	EDUC	391	01	1	1.000-4.000	Graduate Independent Study	 	TBA	20	0	20	0	0	0	0	0	0	Linda E. Skrla (P)	08/26-12/13	OFF CAMPUS	 
SR	82237	EDUC	393D	01	1	3.000	Epistomology and Inquiry	S	09:00 am-05:00 pm	20	7	13	0	0	0	0	0	0	Linda E. Skrla (P)	08/26-12/13	EDUCBU 110C	 
SR	81378	EDUC	399	01	1	1.000-15.000	Doctoral Dissertation	 	TBA	35	3	32	0	0	0	0	0	0	Marilyn E. Draheim (P), Linda E. Skrla	08/26-12/13	OFF CAMPUS	 
EMGT - Engineering Management
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80471	EMGT	170	01	1	4.000	Engineering Administration	TR	10:00 am-11:45 am	35	29	6	0	0	0	0	0	0	Scott M. Merry (P)	08/26-12/13	KHOURY 203	 
SR	81372	EMGT	176	01	1	4.000	Systems Engineering Management	TR	01:00 pm-02:45 pm	25	19	6	0	0	0	0	0	0	Abel Fernandez (P)	08/26-12/13	CHMBRS 113	 
NR	80784	EMGT	191	01	1	1.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80785	EMGT	197	01	1	1.000-4.000	Undergraduate Research	 	TBA	1	0	1	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
ENGL - English
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
C	81182	ENGL	025	01	1	4.000	English Literatures	TR	03:00 pm-04:45 pm	21	21	0	0	0	0	0	0	0	Anett K Jessop (P)	08/26-12/13	WPC 229	GE II-A: Language & Literature and Pre-Law Courses
C	81278	ENGL	025	02	1	4.000	American Dream in Film & Lit	MWF	11:00 am-12:15 pm	21	21	0	0	0	0	0	0	0	John Lessard (P)	08/26-12/13	EDUCBU 205	Ethnic Studies Courses and GE II-A: Language & Literature and Pre-Law Courses
SR	81018	ENGL	025	03	1	4.000	Multiethnic American Lit.	MWF	09:30 am-10:45 am	21	20	1	0	0	0	0	0	0	Xiaojing Zhou (P)	08/26-12/13	WPC 122	Ethnic Studies Courses and GE II-A: Language & Literature and Pre-Law Courses
SR	81279	ENGL	025	04	1	4.000	English Literature	TR	01:00 pm-02:45 pm	21	19	2	0	0	0	0	0	0	Anett K Jessop (P)	08/26-12/13	WPC 224	GE II-A: Language & Literature and Pre-Law Courses
SR	82327	ENGL	025	05	1	4.000	Our Monsters, Ourselves	MWF	12:30 pm-01:45 pm	21	19	2	0	0	0	0	0	0	Eric Sonstroem (P)	08/26-12/13	WPC 122	GE II-A: Language & Literature and Pre-Law Courses
SR	82581	ENGL	025	06	1	4.000	Identity Trouble	TR	08:00 am-09:45 am	21	19	2	0	0	0	0	0	0	Sheli Y Ayers (P)	08/26-12/13	WPC 224	GE II-A: Language & Literature and Pre-Law Courses
SR	80080	ENGL	031	01	1	4.000	Aesthetics of Film	M	05:00 pm-07:30 pm	60	59	1	0	0	0	0	0	0	Diane M Borden (P)	08/26-12/13	WPC 140	Film Studies Courses and GE II-C: Visual & Perf. Arts
 	 	 	 	 	 	 	 	TR	01:00 pm-02:45 pm	 	 	 	 	 	 	 	 	 	Diane M Borden (P)	08/26-12/13	WPC 140	Film Studies Courses and GE II-C: Visual & Perf. Arts
C	81566	ENGL	041	01	1	4.000	British Literature before 1800	MW	03:30 pm-05:15 pm	30	30	0	0	0	0	0	0	0	Courtney Lehmann (P)	08/26-12/13	WPC 122	Diversity Course and GE II-A: Language & Literature and Gender Studies Courses
SR	80081	ENGL	051	01	1	4.000	American Lit. before 1865	MWF	09:30 am-10:45 am	30	27	3	0	0	0	0	0	0	Jeffrey W Hole (P)	08/26-12/13	WPC 130	GE I-B: U.S. Studies
SR	80486	ENGL	101	01	1	1.000	Intergrative Tutorial	 	TBA	1	0	1	0	0	0	0	0	0	Eric Sonstroem (P)	08/26-12/13	TBA	 
SR	81017	ENGL	109	01	1	4.000	Professional Communications	TR	10:00 am-11:45 am	20	19	1	0	0	0	0	0	0	Amy Elizabeth Smith (P)	08/26-12/13	EDUCBU 205	 
SR	80082	ENGL	111	01	1	4.000	Creat. Writing:Fiction & Drama	TR	01:00 pm-02:45 pm	15	12	3	0	0	0	0	0	0	Cynthia Jane Dobbs (P)	08/26-12/13	WPC 122	 
SR	81042	ENGL	115	01	1	4.000	Screenwriting	MWF	12:30 pm-01:45 pm	15	12	3	0	0	0	0	0	0	Patti Jaclyn McCarthy (P)	08/26-12/13	MCCAFF JLTHR	Film Studies Courses
SR	82241	ENGL	124	01	1	4.000	Film History	MWF	02:00 pm-03:15 pm	25	17	8	0	0	0	0	0	0	John Lessard (P)	08/26-12/13	WPC 219	Film Studies Courses
 	 	 	 	 	 	 	 	W	06:00 pm-09:00 pm	 	 	 	 	 	 	 	 	 	John Lessard (P)	08/26-12/13	WPC 140	Film Studies Courses
SR	80083	ENGL	125	01	1	4.000	Critical Colloquium	TR	03:00 pm-04:45 pm	25	16	9	0	0	0	0	0	0	Diane M Borden (P)	08/26-12/13	WPC 142	Gender Studies Courses
