
Personal Information	Tab Corner Right	Student Services	Tab Corner Right	Financial Aid	Tab Corner Right	Employee Services	Tab Corner Right	Additional Academic Services	Tab Corner Right
Transparent Image
Search   
RETURN TO MENU | SITE MAP | HELP
Look-Up Classes to Add:

 	
988900485 Jay W. Brink
Fall 2013
Aug 14, 2013 07:40 pm
Transparent Image
 Information	 To register for classes, check the box in front of the CRN (C identifies a closed class, NR identifies class not available for registration at this time, and SR identifies student restrictions on class) and click Register or Add to Worksheet.
Stockton Students: To register for an Independent Study, Internship, Research or non-Engineering Co-op (course will be marked NR) - Click here.

Helpful Codes
WL = Cap, Act & Rem are used only by McGeorge School of Law
Location: NBA = No Building Assigned
Sec: L = Lab; D = Discussion; ON = Online;

Sections Found
ACTY - Activity
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	82372	HESP	133	01	1	4.000	Kinesiology	TR	07:30 am-09:45 am	16	15	1	0	0	0	0	0	0	Margaret E. Ciccolella (P)	08/26-12/13	GYM 130	 
SR	82373	HESP	139	01	1	4.000	Exercise Psychology	MWF	09:30 am-10:45 am	20	19	1	0	0	0	0	0	0	Christopher R. Snell (P)	08/26-12/13	GYM 123	 
C	82374	HESP	141	01	1	4.000	Sport, Culture and US Society	TR	01:00 pm-02:45 pm	23	23	0	0	0	0	0	0	0	Lara Killick (P)	08/26-12/13	EDUCBU 118	Diversity Course and Ethnic Studies Courses and GE I-B: U.S. Studies and Gender Studies Courses
C	82375	HESP	143	01	1	4.000	Prev & Acute Care of Inj & Ill	TR	08:00 am-09:45 am	20	24	-4	0	0	0	0	0	0	Jolene E. Baker (P)	08/26-12/13	EDUCBU 118	 
C	82376	HESP	143	02	1	4.000	Prev & Acute Care of Inj & Ill	MWF	11:00 am-12:15 pm	20	24	-4	0	0	0	0	0	0	Christopher M. Ludwig (P)	08/26-12/13	EDUCBU 118	 
SR	82377	HESP	145	01	1	4.000	Therapeutic Modalities	MWF	08:00 am-09:15 am	20	19	1	0	0	0	0	0	0	Christopher M. Ludwig (P)	08/26-12/13	EDUCBU 118	 
SR	82378	HESP	145	L01	1	0.000	Therapeutic Modalities, Lab 1	W	06:00 pm-08:00 pm	20	19	1	0	0	0	0	0	0	Christopher M. Ludwig (P)	08/26-12/13	EDUCBU 118	 
SR	82379	HESP	149	01	1	3.000	Clinical Eval. & Diagnosis I	TR	10:00 am-11:20 am	20	17	3	0	0	0	0	0	0	TBA	08/26-12/13	EDUCBU 118	 
C	82380	HESP	155	01	1	3.000	Motor Learning	MWF	11:00 am-11:55 am	20	20	0	0	0	0	0	0	0	Christopher R. Snell (P)	08/26-12/13	GYM 130	 
SR	82381	HESP	157	01	1	4.000	The Clinician in Hlth & Ex Sci	TR	01:00 pm-02:45 pm	15	13	2	0	0	0	30	14	16	Margaret E. Ciccolella (P)	08/26-12/13	GYM 123	 
C	82382	HESP	165	01	1	4.000	Legal Aspects of Hlth,Ex,Spt	TR	10:00 am-11:45 am	20	20	0	0	0	0	0	0	0	Margaret E. Ciccolella (P)	08/26-12/13	GYM 130	Pre-Law Courses
SR	82383	HESP	167	01	1	4.000	Intro. to Sport Management	TR	01:00 pm-02:45 pm	23	21	2	0	0	0	0	0	0	Linda S Koehler (P)	08/26-12/13	GYM 130	 
SR	82384	HESP	169	01	1	4.000	Managing Sport Enterprises	MWF	11:00 am-12:15 pm	20	7	13	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	GYM 123	 
SR	82385	HESP	173	01	1	4.000	Health Care Mgmt. & Prof. Dev.	TR	10:00 am-11:45 am	20	14	6	0	0	0	0	0	0	Jolene E. Baker (P)	08/26-12/13	WPC 142	 
C	82386	HESP	174	01	1	4.000	Sport Marketing and Promotions	MWF	09:30 am-10:45 am	20	21	-1	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	EDUCBU 117	 
SR	82387	HESP	187	01	1	4.000	Internship in Hlth & Ex Sci	 	TBA	1	0	1	0	0	0	0	0	0	Margaret E. Ciccolella (P)	08/26-12/13	TBA	 
SR	82388	HESP	187A	01	1	4.000	Internship: Sport Management	 	TBA	10	0	10	0	0	0	0	0	0	Linda S Koehler (P)	08/26-12/13	TBA	 
SR	82389	HESP	187B	01	1	4.000	Internship: Sport Management	 	TBA	10	3	7	0	0	0	0	0	0	Linda S Koehler (P)	08/26-12/13	TBA	 
SR	82390	HESP	187D	01	1	2.000	Sport Pedagogy Internship I	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82391	HESP	187E	01	1	4.000	Sport Pedagogy Internship II	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82392	HESP	189B	01	1	2.000	Practicum:AthleticTraining III	T	12:00 pm-12:50 pm	15	8	7	0	0	0	30	10	20	Jolene E. Baker (P)	08/26-12/13	EDUCBU 118	 
 	 	 	 	 	 	 	 	R	06:00 pm-07:00 pm	 	 	 	 	 	 	 	 	 	Jolene E. Baker (P)	08/26-12/13	EDUCBU 118	 
SR	82393	HESP	189C	01	1	2.000	Practicum: Biomechanics	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82394	HESP	189E	01	1	2.000	Practicum: Sport Pedagogy	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82395	HESP	189F	01	1	2.000	Practicum: Coaching	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82396	HESP	189G	01	1	2.000	Practicum: Coaching	 	TBA	1	0	1	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82397	HESP	191	01	1	1.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	TBA	 
SR	82398	HESP	235	01	1	4.000	Grad Nutrition/Exer Metabolism	MWF	12:30 pm-01:45 pm	15	3	12	0	0	0	0	0	0	John Mark Van Ness (P)	08/26-12/13	GYM 118	 
SR	82399	HESP	257	01	1	4.000	Adv. Clinician in Sports Medi.	TR	01:00 pm-02:45 pm	5	0	5	0	0	0	30	14	16	TBA	08/26-12/13	GYM 123	 
SR	82605	HESP	274	01	1	4.000	Adv.Sport Marketing/Promotions	TR	11:45 am-02:45 pm	15	4	11	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	WPC 232	 
SR	82400	HESP	279	01	1	4.000	Research Meth. in Sport Sci.	MW	05:00 pm-06:45 pm	10	7	3	0	0	0	0	0	0	Lara Killick (P)	08/26-12/13	GYM 123	 
SR	82401	HESP	287	01	1	4.000	Adv. Internship:Sport Medicine	 	TBA	1	0	1	0	0	0	0	0	0	Margaret E. Ciccolella (P)	08/26-12/13	TBA	 
SR	82402	HESP	287A	01	1	4.000	Adv. Intern.: Sport Management	 	TBA	20	0	20	0	0	0	0	0	0	Linda S Koehler (P)	08/26-12/13	TBA	 
SR	82403	HESP	289B	01	1	2.000	Adv. Practicum: Coaching	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	82404	HESP	291	01	1	1.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	TBA	 
SR	82405	HESP	293A	01	1	4.000	Adv. Meth Teach/Coach	MW	01:00 pm-02:45 pm	10	5	5	0	0	0	0	0	0	James D Wyant (P)	08/26-12/13	EDUCBU 205	 
SR	82406	HESP	297	01	1	1.000	Independent Research	 	TBA	1	0	1	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	TBA	 
C	82407	HESP	299	01	1	4.000	Thesis	 	TBA	1	1	0	0	0	0	0	0	0	Peter J. Schroeder (P)	08/26-12/13	TBA	 
HIST - History
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	81178	HIST	001	01	1	1.000	Chair's Seminar	T	12:00 pm-12:50 pm	20	6	14	0	0	0	0	0	0	Gregory C Rohlf (P)	08/26-12/13	WPC 123	History Required Courses
SR	80528	HIST	010	01	1	4.000	Western Civilization I	MWF	09:30 am-10:45 am	40	39	1	0	0	0	0	0	0	Kenneth B. Albala (P)	08/26-12/13	WPC 219	GE II-B: Worldviews & Ethics and History Foundation Courses
C	80526	HIST	020	01	1	4.000	United States History I	MWF	11:00 am-12:15 pm	40	40	0	0	0	0	0	0	0	Edith E. Sparks (P)	08/26-12/13	WILSON 100	Diversity Course and GE I-B: U.S. Studies and History Foundation Courses
C	81796	HIST	020	02	1	4.000	United States History I	TR	10:00 am-11:45 am	32	32	0	0	0	0	0	0	0	Jennifer C.H. Helgren (P)	08/26-12/13	WPC 232	Diversity Course and GE I-B: U.S. Studies and History Foundation Courses
SR	82209	HIST	030	01	1	4.000	East Asian Civilization I	MWF	09:30 am-10:45 am	35	32	3	0	0	0	0	0	0	Gregory C Rohlf (P)	08/26-12/13	WPC 140	GE I-C: Global Studies and History Foundation Courses
SR	81282	HIST	040	01	1	4.000	Colonialism in Latin America	TR	10:00 am-11:45 am	35	33	2	0	0	0	0	0	0	Susan L Hogue (P)	08/26-12/13	CLASRM 126	GE I-C: Global Studies and History Foundation Courses
C	80527	HIST	050	01	1	4.000	World History I	MWF	09:30 am-10:45 am	40	40	0	0	0	0	0	0	0	Andreas Agocs (P)	08/26-12/13	GEO 101	Diversity Course and GE II-B: Worldviews & Ethics and History Foundation Courses
SR	81304	HIST	050	02	1	4.000	World History I	MWF	11:00 am-12:15 pm	40	38	2	0	0	0	0	0	0	Kris D Alexanderson (P)	08/26-12/13	GEO 101	Diversity Course and GE II-B: Worldviews & Ethics and History Foundation Courses
C	81438	HIST	050	03	1	4.000	World History I	MWF	02:00 pm-03:15 pm	40	40	0	0	0	0	0	0	0	Kris D Alexanderson (P)	08/26-12/13	BIOBLG 142	Diversity Course and GE II-B: Worldviews & Ethics and History Foundation Courses
SR	82583	HIST	050	04	1	4.000	World History I	TR	01:00 pm-02:45 pm	40	37	3	0	0	0	0	0	0	Susan L Hogue (P)	08/26-12/13	WPC 219	Diversity Course and GE II-B: Worldviews & Ethics and History Foundation Courses
SR	80876	HIST	070	01	1	4.000	Historical Imagination	MWF	02:00 pm-03:15 pm	18	9	9	0	0	0	0	0	0	Gregory C Rohlf (P)	08/26-12/13	WPC 229	Diversity Course and History Required Courses
SR	82417	HIST	093A	01	1	4.000	Big History	MWF	11:00 am-12:15 pm	20	19	1	0	0	0	35	26	9	Arturo Giraldez (P)	08/26-12/13	WPC 232	GE III-C: Science, Tech., Soc.
SR	82210	HIST	112	01	1	4.000	History of the Holocaust	MWF	12:30 pm-01:45 pm	25	19	6	0	0	0	0	0	0	Andreas Agocs (P)	08/26-12/13	COLLIV 201	Diversity Course and History 20th Cent Europe Crses and SIS Regional Courses
SR	81397	HIST	130	01	1	4.000	History of California	MWF	12:30 pm-01:45 pm	35	34	1	0	0	0	0	0	0	Edith E. Sparks (P)	08/26-12/13	WPC 219	Ethnic Studies Courses and History United States Courses
SR	82212	HIST	143	01	1	4.000	Japan in War and Peace	TR	10:00 am-11:45 am	18	11	7	0	0	0	0	0	0	Gregory C Rohlf (P)	08/26-12/13	WPC 123	History Asia Courses and SIS National Courses
SR	81618	HIST	160	01	1	4.000	Pacific History Sem.(Capstone)	TR	01:00 pm-02:45 pm	16	11	5	0	0	0	0	0	0	Jennifer C.H. Helgren (P)	08/26-12/13	WPC 202	History Required Courses
NR	81179	HIST	187	01	1	2.000-4.000	Internship	 	TBA	5	0	5	0	0	0	0	0	0	Gregory C Rohlf (P)	08/26-12/13	TBA	History Special Studies Crses
NR	81177	HIST	191	01	1	2.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Gregory C Rohlf (P)	08/26-12/13	TBA	History Special Studies Crses
SR	82213	HIST	193A	01	1	4.000	Hist of Alcohol & Intoxicants	MWF	12:30 pm-01:45 pm	60	9	51	0	0	0	0	0	0	Kenneth B. Albala (P)	08/26-12/13	WPC 140	 
HONR - Honors Program
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80561	HONR	041	01	1	1.000	Creativity and Knowledge	T	09:00 am-09:50 am	18	11	7	0	0	0	0	0	0	Cynthia Jane Dobbs (P)	08/26-12/13	WPC 122	GE II-B: Worldviews & Ethics and Honors Courses
C	80562	HONR	041	02	1	1.000	Creativity and Knowledge	T	12:00 pm-12:50 pm	18	19	-1	0	0	0	0	0	0	Ray J. Rennard (P)	08/26-12/13	CLASRM 224	GE II-B: Worldviews & Ethics and Honors Courses
SR	80563	HONR	041	03	1	1.000	Creativity and Knowledge	W	03:30 pm-04:20 pm	18	17	1	0	0	0	0	0	0	Laurie Lichter-Heath (P)	08/26-12/13	WPC 202	GE II-B: Worldviews & Ethics and Honors Courses
SR	80564	HONR	041	04	1	1.000	Creativity and Knowledge	R	12:00 pm-12:50 pm	18	11	7	0	0	0	0	0	0	TBA	08/26-12/13	WPC 203	GE II-B: Worldviews & Ethics and Honors Courses
SR	80565	HONR	041	05	1	1.000	Creativity and Knowledge	W	12:30 pm-01:20 pm	18	3	15	0	0	0	0	0	0	Richard R. Abood (P)	08/26-12/13	GYM 123	GE II-B: Worldviews & Ethics and Honors Courses
SR	80566	HONR	141	01	1	1.000	Social Uses of Knowledge	T	12:00 pm-12:50 pm	20	13	7	0	0	0	0	0	0	Kirkwood M Land (P)	08/26-12/13	WPC 224	GE II-B: Worldviews & Ethics and Honors Courses
SR	80567	HONR	141	02	1	1.000	Social Uses of Knowledge	M	04:00 pm-04:50 pm	20	13	7	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	OLSON 103	GE II-B: Worldviews & Ethics and Honors Courses
SR	80649	HONR	141	03	1	1.000	Social Uses of Knowledge	R	12:00 pm-12:50 pm	20	10	10	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	CLASRM 203	GE II-B: Worldviews & Ethics and Honors Courses
SR	80568	HONR	143	01	1	1.000	Senior Project Proposal	R	12:00 pm-12:50 pm	16	7	9	0	0	0	0	0	0	Paul B Turpin (P)	08/26-12/13	WPC 218	Honors Courses
SR	82353	HONR	143	02	1	1.000	Senior Project Proposal	R	07:00 pm-07:50 pm	16	6	10	0	0	0	0	0	0	Cynthia Wagner Weick (P)	08/26-12/13	EDUCBU 205	Honors Courses
NR	80751	HONR	191	01	1	1.000-4.000	Independent Study, Honors	 	TBA	1	0	1	0	0	0	0	0	0	George D Randels (P)	08/26-12/13	TBA	Honors Courses
INTL - International Studies
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80476	INTL	010	01	1	1.000	Dean's Seminar	T	01:00 pm-02:15 pm	30	22	8	0	0	0	0	0	0	William E Herrin (P)	08/26-12/13	WILSON 100	 
SR	82452	INTL	071	01	1	1.000	Cross Cultural INTL Students	W	03:30 pm-05:20 pm	60	51	9	0	0	0	0	0	0	Daniel C O'Neill (P)	08/26-10/11	GEO 101	 
SR	80320	INTL	077	01	1	4.000	Contemporary World Issues	MW	11:00 am-12:15 pm	36	30	6	0	0	0	0	0	0	Laura A Bathurst (P), Daniel C O'Neill , Niru Yadav	08/26-12/13	MCCAFF JLTHR	 
SR	80321	INTL	077	D01	1	0.000	Contemporary World Iss: Disc 1	F	11:00 am-12:15 pm	20	7	13	0	0	0	0	0	0	Laura A Bathurst (P)	08/26-12/13	WEBER 103	 
SR	80324	INTL	077	D02	1	0.000	Contemporary World Iss: Disc 2	F	11:00 am-12:15 pm	20	14	6	0	0	0	0	0	0	Daniel C O'Neill (P)	08/26-12/13	EDUCBU 117	 
SR	80325	INTL	077	D03	1	0.000	Contemporary World Iss: Disc 3	F	11:00 am-12:15 pm	20	9	11	0	0	0	0	0	0	Niru Yadav (P)	08/26-12/13	MCCAFF SPRUCE	 
SR	82414	INTL	093C	01	1	4.000	Big History	MWF	11:00 am-12:15 pm	20	7	13	0	0	0	35	26	9	Arturo Giraldez (P)	08/26-12/13	WPC 232	GE III-C: Science, Tech., Soc.
SR	81198	INTL	101	01	1	4.000	International Research Methods	TR	03:00 pm-04:45 pm	25	13	12	0	0	0	0	0	0	Sarah M Mathis (P)	08/26-12/13	WILSON 100	Pre-Law Courses
C	80709	INTL	113	01	1	4.000	World Geography-Social Science	MWF	12:30 pm-01:45 pm	25	27	-2	0	0	0	0	0	0	Ahmed I Kanna (P)	08/26-12/13	EDUCBU 118	 
SR	80326	INTL	151	01	1	2.000	Cross Cultural Training I	TR	01:00 pm-02:45 pm	18	9	9	0	0	0	0	0	0	Sarah M Mathis (P)	10/08-11/21	CLASRM 126	Diversity Course
 	 	 	 	 	 	 	 	S	01:00 pm-04:00 pm	 	 	 	 	 	 	 	 	 	Sarah M Mathis (P)	11/15-11/16	WILSON 100	Diversity Course
SR	80456	INTL	151	02	1	2.000	Cross Cultural Training I	W	03:30 pm-05:30 pm	18	17	1	0	0	0	0	0	0	Laura A Bathurst (P)	09/18-12/04	WILSON 100	Diversity Course
 	 	 	 	 	 	 	 	S	01:00 pm-04:00 pm	 	 	 	 	 	 	 	 	 	Laura A Bathurst (P)	11/15-11/16	WILSON 100	Diversity Course
SR	80327	INTL	161	01	1	2.000	Cross Cultural Training II	T	03:00 pm-04:45 pm	18	11	7	0	0	0	0	0	0	Susan Grace Sample (P)	08/26-12/13	WPC 224	Diversity Course
SR	81306	INTL	167	01	1	1.000	Model United Nations (MUN II)	M	07:30 pm-08:50 pm	8	0	8	0	0	0	0	0	0	Howard Easton Moseley (P)	08/26-12/13	WILSON 100	Pre-Law Courses
SR	80708	INTL	185	01	1	2.000	SIS Capstone	MW	02:00 pm-03:15 pm	14	10	4	0	0	0	0	0	0	Ahmed I Kanna (P)	08/26-12/13	WILSON 100	 
NR	80773	INTL	187	01	1	1.000-4.000	Internship	 	TBA	1	0	1	0	0	0	0	0	0	Analiese M. Richard (P)	08/26-12/13	TBA	 
NR	80774	INTL	191	01	1	1.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Analiese M. Richard (P)	08/26-12/13	TBA	 
NR	80775	INTL	197	01	1	1.000-4.000	Independent Research	 	TBA	1	0	1	0	0	0	0	0	0	Analiese M. Richard (P)	08/26-12/13	TBA	 
JAPN - Japanese
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80113	JAPN	011A	01	1	4.000	First Year Japanese, 1st Sem.	MWF	11:00 am-12:15 pm	25	24	1	0	0	0	0	0	0	Zeljko Cipris (P)	08/26-12/13	WPC 243	GE II-A: Language & Literature
SR	80841	JAPN	011A	02	1	4.000	First Year Japanese, 1st Sem.	MWF	02:00 pm-03:15 pm	25	24	1	0	0	0	0	0	0	Zeljko Cipris (P)	08/26-12/13	WPC 213	GE II-A: Language & Literature
SR	80114	JAPN	023	01	1	4.000	Intermediate Japanese, 3rd Sem	MWF	11:00 am-12:15 pm	18	12	6	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WPC 203	GE I-C: Global Studies
SR	80656	JAPN	125	01	1	4.000	Advanced Japanese I	MWF	09:30 am-10:45 am	15	5	10	0	0	0	0	0	0	Zeljko Cipris (P)	08/26-12/13	WPC 255	GE I-C: Global Studies
NR	82339	JAPN	191	01	1	2.000-4.000	Independent Study	 	TBA	5	0	5	0	0	0	0	0	0	Zeljko Cipris (P)	08/26-12/13	TBA	 
JCTR - Jacoby Center
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80513	JCTR	087A	01	1	2.000-4.000	Service Learning Practicum	MWF	02:00 pm-03:15 pm	20	0	20	0	0	0	30	0	30	Pacific Staff (P)	08/26-12/13	WPC 242	 
SR	80514	JCTR	087B	01	1	2.000-4.000	Service Learning Practicum	MWF	02:00 pm-03:15 pm	20	0	20	0	0	0	30	0	30	Pacific Staff (P)	08/26-12/13	WPC 242	 
NR	82156	JCTR	187A	01	1	2.000-4.000	Community Affairs Internship	 	TBA	20	0	20	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80520	JCTR	187B	01	1	2.000-4.000	Community Affairs Internship	 	TBA	20	0	20	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80926	JCTR	191	01	1	2.000/4.000	Independent Study	 	TBA	20	0	20	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	81894	JCTR	197A	01	1	1.000-4.000	Community Independent Research	 	TBA	20	0	20	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
NR	80521	JCTR	197B	01	1	1.000-4.000	Community Independent Research	 	TBA	20	0	20	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
LANG - Language
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
NR	80723	LANG	087	01	1	2.000-4.000	Internship in Applied Language	 	TBA	1	0	1	0	0	0	0	0	0	Susan C. Giraldez (P)	08/26-12/13	TBA	 
NR	80724	LANG	089	01	1	2.000	Practicum	 	TBA	1	0	1	0	0	0	0	0	0	Susan C. Giraldez (P)	08/26-12/13	TBA	 
LATN - Latin
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
C	82232	LATN	011A	01	1	4.000	First Year Latin, 1st Semester	MWF	09:30 am-10:45 am	15	18	-3	0	0	0	0	0	0	Kevin M McGinnis (P)	08/26-12/13	WPC 202	GE II-A: Language & Literature
NR	80741	LATN	191	01	1	2.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	George D Randels (P)	08/26-12/13	TBA	 
MAPP - Applied Music
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80160	MAPP	001A	01	1	1.000	Beginning Guitar Class	M	10:30 am-11:20 am	25	4	21	0	0	0	0	0	0	TBA	08/26-12/13	RHHALL CHORAL	 
SR	80161	MAPP	001B	01	1	1.000	Functional Guitar Class	M	09:30 am-10:20 am	25	6	19	0	0	0	0	0	0	TBA	08/26-12/13	RHHALL CHORAL	 
C	80162	MAPP	001D	01	1	1.000	Class Piano, Beg. Music Majors	MW	01:00 pm-01:50 pm	15	15	0	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	80163	MAPP	001D	02	1	1.000	Class Piano, Beg. Music Majors	MW	02:00 pm-02:50 pm	15	14	1	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	81194	MAPP	001D	03	1	1.000	Class Piano Beg. Music Majors	TR	02:00 pm-02:50 pm	15	2	13	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
C	80164	MAPP	001D	04	1	1.000	Intermed Class Piano	MW	08:30 am-09:20 am	15	15	0	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	80165	MAPP	001D	05	1	1.000	Intermed Class Piano	MW	03:00 pm-03:50 pm	15	13	2	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	80425	MAPP	001D	06	1	1.000	Intermed Class Piano	TR	03:00 pm-03:50 pm	15	3	12	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	80583	MAPP	001D	07	1	1.000	Beg Class Piano Non Music Mjr	R	01:00 pm-01:50 pm	15	6	9	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	80584	MAPP	001D	08	1	1.000	Beg Class Piano Non Music Mjr	F	11:00 am-11:50 am	15	2	13	0	0	0	0	0	0	TBA	08/26-12/13	OWEN 104	 
SR	80576	MAPP	001E	01	1	1.000	Voice Class	T	11:00 am-11:50 am	20	6	14	0	0	0	0	0	0	TBA	08/26-12/13	RHHALL CHORAL	 
SR	80166	MAPP	005A	01	1	1.000-2.000	Applied Music: Euphonium	 	TBA	10	0	10	0	0	0	0	0	0	Matthew J Tropman (P)	08/26-12/13	TBA	 
SR	80167	MAPP	005B	01	1	1.000-2.000	Applied Music: Bassoon	 	TBA	10	0	10	0	0	0	0	0	0	Nicolasa R Kuster (P)	08/26-12/13	TBA	 
SR	80168	MAPP	005C	01	1	1.000-2.000	Applied Music: Cello	 	TBA	10	0	10	0	0	0	0	0	0	Nina Flyer (P)	08/26-12/13	TBA	 
SR	80169	MAPP	005D	01	1	1.000-2.000	Applied Music: Clarinet	 	TBA	15	0	15	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	81087	MAPP	005D	BRU	1	1.000	Applied Music: Clarinet	 	TBA	1	0	1	0	0	0	0	0	0	Patricia M. Shands (P)	08/26-12/13	TBA	 
SR	80170	MAPP	005E	01	1	1.000-2.000	Applied Music: Flute	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80582	MAPP	005E	BRU	1	2.000	Applied Music: Flute	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80171	MAPP	005F	01	1	1.000-2.000	Applied Music: French Horn	 	TBA	10	0	10	0	0	0	0	0	0	Jennie M Blomster (P)	08/26-12/13	TBA	 
SR	80172	MAPP	005G	01	1	1.000-2.000	Applied Music: Guitar	 	TBA	20	0	20	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80173	MAPP	005K	01	1	1.000-2.000	Applied Music: Oboe	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80174	MAPP	005M	01	1	1.000-2.000	Applied Music: Percussion	 	TBA	10	0	10	0	0	0	0	0	0	Kenneth A Brown (P)	08/26-12/13	TBA	 
SR	80667	MAPP	005M	BRU	1	2.000	Applied Music: Percussion	 	TBA	1	0	1	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80175	MAPP	005N	01	1	1.000-2.000	Applied Music: Piano	 	TBA	80	7	73	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80679	MAPP	005N	02	1	1.000-2.000	Applied Music: Piano	 	TBA	20	1	19	0	0	0	0	0	0	Sonia Leong (P)	08/26-12/13	TBA	 
SR	80680	MAPP	005N	03	1	1.000-2.000	Applied Music: Piano	 	TBA	20	4	16	0	0	0	0	0	0	Rex Cooper (P)	08/26-12/13	TBA	 
SR	80546	MAPP	005N	BRU	1	2.000	Applied Music: Piano	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
SR	80176	MAPP	005Q	01	1	1.000-2.000	Applied Music: String Bass	 	TBA	10	0	10	0	0	0	0	0	0	Thomas V Derthick (P)	08/26-12/13	TBA	 
SR	80668	MAPP	005Q	BRU	1	2.000	Applied Music: String Bass	 	TBA	1	0	1	0	0	0	0	0	0	TBA	08/26-12/13	TBA	 
